key	source	title	category	license	url
attenuated-democracy	Open Textbook Library	Attenuated Democracy:  A Critical Introduction to U.S. Government and Politics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1809
data-analysis-in-the-psychological-sciences-a-practical-applied-multimedia-approach	Open Textbook Library	Data Analysis in the Psychological Sciences: A Practical, Applied, Multimedia Approach		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3337
introduction-to-environmental-science-2nd-edition	Open Textbook Library	Introduction to Environmental Science - 2nd Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/890
plato-s-republic-an-introduction	Open Textbook Library	Plato's 'Republic': An Introduction		CC BY	https://open.umn.edu/opentextbooks/formats/1893
launch-advertising-and-promotion-in-real-time	Open Textbook Library	Launch! Advertising and Promotion in Real Time		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/276
strategic-marketing-in-the-global-forest-industries-third-edition	Open Textbook Library	Strategic Marketing in the Global Forest Industries - Third Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1556
emarketing-the-essential-guide-to-marketing-in-a-digital-world	Open Textbook Library	eMarketing: The Essential Guide to Marketing in a Digital World - 6th Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/762
fundamentals-of-global-strategy	Open Textbook Library	Fundamentals of Global Strategy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/256
supporting-individuals-with-intellectual-disabilities-mental-illness	Open Textbook Library	Supporting Individuals with Intellectual Disabilities & Mental Illness		CC BY	https://open.umn.edu/opentextbooks/formats/1740
fundamentals-of-business-law-randall	Open Textbook Library	Fundamentals of Business Law		CC BY	https://open.umn.edu/opentextbooks/formats/1535
music-fundamentals-2-rhythm-and-meter	Open Textbook Library	Music Fundamentals 2: Rhythm and Meter		CC BY	https://open.umn.edu/opentextbooks/formats/952
storytelling-on-screen-an-online-playback-theatre-archive-guidebook	Open Textbook Library	Storytelling on Screen: An Online Playback Theatre Archive and Guidebook		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2642
basic-khmer	Open Textbook Library	Basic Khmer		CC BY	https://open.umn.edu/opentextbooks/formats/3224
elementary-algebra-2010	Open Textbook Library	Elementary Algebra		CC BY	https://open.umn.edu/opentextbooks/formats/210
ethics-in-law-enforcement	Open Textbook Library	Ethics in Law Enforcement		CC BY	https://open.umn.edu/opentextbooks/formats/568
music-fundamentals-1-pitch-and-major-scales-and-keys	Open Textbook Library	Music Fundamentals 1: Pitch and Major Scales and Keys		CC BY	https://open.umn.edu/opentextbooks/formats/949
python-for-everybody-exploring-data-using-python-3	Open Textbook Library	Python for Everybody: Exploring Data Using Python 3		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/400
critical-expressivism-theory-and-practice-in-the-composition-classroom	Open Textbook Library	Critical Expressivism: Theory and Practice in the Composition Classroom		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/820
in-the-community-an-intermediate-integrated-skills-textbook	Open Textbook Library	In the Community: An Intermediate Integrated Skills Textbook		CC BY-SA	https://open.umn.edu/opentextbooks/formats/760
introductory-statistics	Open Textbook Library	Introductory Statistics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/274
quantitative-research-methods-for-political-science-public-policy-and-public-administration-with-applications-in-r-3rd-edition	Open Textbook Library	Quantitative Research Methods for Political Science, Public Policy and Public Administration (With Applications in R) - 3rd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/801
a-foundation-course-in-reading-german	Open Textbook Library	A Foundation Course in Reading German		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/780
x86-64-assembly-language-programming-with-ubuntu	Open Textbook Library	x86-64 Assembly Language Programming with Ubuntu		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1250
university-physics-volume-2	Open Textbook Library	University Physics Volume 2		CC BY	https://open.umn.edu/opentextbooks/formats/663
foundations-of-aural-skills	Open Textbook Library	Foundations of Aural Skills		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3656
contemporary-families-an-equity-lens	Open Textbook Library	Contemporary Families: An Equity Lens		CC BY	https://open.umn.edu/opentextbooks/formats/1882
principles-of-management	Open Textbook Library	Principles of Management		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1716
intermediate-algebra-2017	Open Textbook Library	Intermediate Algebra - 2e		CC BY	https://open.umn.edu/opentextbooks/formats/788
advanced-community-college-esl-composition-an-integrated-skills-approach	Open Textbook Library	Advanced Community College ESL Composition: An Integrated Skills Approach		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1795
the-balance-of-personality	Open Textbook Library	The Balance of Personality		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1414
chemistry-techniques-and-explorations-an-introductory-chemistry-laboratory-manual	Open Textbook Library	Chemistry Techniques and Explorations: An Introductory Chemistry Laboratory Manual - First Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3664
open-signals-and-systems-laboratory-exercises	Open Textbook Library	Open Signals and Systems Laboratory Exercises		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2678
critical-perspectives-on-technology-and-the-family	Open Textbook Library	Critical Perspectives on Technology and the Family		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3202
introduction-to-applied-statistics-for-psychology-students	Open Textbook Library	Introduction to Applied Statistics for Psychology Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2871
vaccine-practice-for-health-professionals-1st-canadian-edition-st-amant	Open Textbook Library	Vaccine Practice for Health Professionals - 1st Canadian Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1484
law-school-materials-for-success	Open Textbook Library	Law School Materials for Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/995
general-chemistry-principles-patterns-and-applications	Open Textbook Library	General Chemistry: Principles, Patterns, and Applications		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/258
contract-doctrine-theory-practice-volume-2	Open Textbook Library	Contract Doctrine, Theory & Practice Volume 2		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/66
howdy-or-hello-technical-and-business-communications	Open Textbook Library	Howdy or Hello?: Technical and Professional Communications - 2nd Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2453
applications-of-maxwell-s-equations	Open Textbook Library	Applications of Maxwell's Equations		CC BY	https://open.umn.edu/opentextbooks/formats/1397
java-with-bluej	Open Textbook Library	Java with BlueJ		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/607
trayectos-2-mas-sobre-mi-2	Open Textbook Library	Trayectos 2: Más sobre mí 2		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3530
first-semester-in-numerical-analysis-with-julia	Open Textbook Library	First Semester in Numerical Analysis with Julia		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1211
physical-geology-first-university-of-saskatchewan-edition	Open Textbook Library	Physical Geology - First University of Saskatchewan Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1375
biotechnology-foundations	Open Textbook Library	Biotechnology Foundations - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1438
calculus-for-the-life-sciences-a-modeling-approach-volume-2	Open Textbook Library	Calculus for the Life Sciences: A Modeling Approach Volume 2		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/94
torts-cases-and-contexts-volume-2	Open Textbook Library	Torts: Cases and Contexts Volume 2		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/544
it-s-all-greek-to-me-using-authentic-readings-to-improve-knowledge-of-the-english-language-and-western-culture	Open Textbook Library	It’s All Greek to Me! Using Authentic Readings to Improve Knowledge of the English Language and Western Culture		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2756
environmental-toxicology	Open Textbook Library	Environmental Toxicology		CC BY	https://open.umn.edu/opentextbooks/formats/1930
ethical-use-of-technology-in-digital-learning-environments-graduate-student-perspectives	Open Textbook Library	Ethical Use of Technology in Digital Learning Environments: Graduate Student Perspectives		CC BY	https://open.umn.edu/opentextbooks/formats/2177
beginning-spanish-empecemos-por-aqui	Open Textbook Library	Beginning Spanish ¡Empecemos por aquí!		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2817
learning-from-arguments-an-introduction-to-philosophy	Open Textbook Library	Learning from Arguments: An Introduction to Philosophy		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3111
the-complete-subjective-health-assessment-lapum	Open Textbook Library	The Complete Subjective Health Assessment		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1486
u-s-history	Open Textbook Library	U.S. History		CC BY	https://open.umn.edu/opentextbooks/formats/161
intermediate-microeconomics	Open Textbook Library	Intermediate Microeconomics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2332
computer-networking-principles-protocols-and-practice	Open Textbook Library	Computer Networking : Principles, Protocols and Practice		CC BY	https://open.umn.edu/opentextbooks/formats/435
trauma-informed-education	Open Textbook Library	Trauma Informed Education		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3366
small-group-communication-forming-sustaining-teams	Open Textbook Library	Small Group Communication: Forming & Sustaining Teams		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2581
linear-algebra	Open Textbook Library	Linear Algebra		CC BY-SA	https://open.umn.edu/opentextbooks/formats/539
microwave-and-rf-design-amplifiers-and-oscillators	Open Textbook Library	Microwave and RF Design: Amplifiers and Oscillators		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1294
construction-contracting-business-and-legal-principles-second-edition	Open Textbook Library	Construction Contracting: Business and Legal Principles, Second Edition - Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3068
spiral-workbook-for-discrete-mathematics	Open Textbook Library	Spiral Workbook for Discrete Mathematics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/171
programming-persistent-memory-a-comprehensive-guide-for-developers	Open Textbook Library	Programming Persistent Memory: A Comprehensive Guide for Developers		CC BY	https://open.umn.edu/opentextbooks/formats/3462
medical-terminology-for-healthcare-professions	Open Textbook Library	Medical Terminology for Healthcare Professions		CC BY	https://open.umn.edu/opentextbooks/formats/2848
introduction-to-statistics	Open Textbook Library	Introduction to Statistics		CC0	https://open.umn.edu/opentextbooks/formats/651
stability-of-ships-and-other-bodies	Open Textbook Library	Stability of Ships and Other Bodies - ver 0.7.0		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2506
american-literatures-after-1865	Open Textbook Library	American Literatures After 1865		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3353
general-biology-ii-survey-of-molecular-life-and-genetics	Open Textbook Library	General Biology II: Survey of Molecular Life and Genetics		CC BY	https://open.umn.edu/opentextbooks/formats/2390
ordinary-differential-equations	Open Textbook Library	Ordinary Differential Equations		CC BY	https://open.umn.edu/opentextbooks/formats/784
modeling-functions-and-graphs	Open Textbook Library	Modeling, Functions, and Graphs		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2707
energy-and-human-ambitions-on-a-finite-planet	Open Textbook Library	Energy and Human Ambitions on a Finite Planet		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2404
principles-of-social-psychology	Open Textbook Library	Principles of Social Psychology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1720
elementary-chinese-i	Open Textbook Library	Elementary Chinese I		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3246
building-information-representation-and-management-fundamentals-and-principles	Open Textbook Library	Building Information - Representation and Management: Fundamentals and Principles		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1205
introduction-to-financial-accounting	Open Textbook Library	Introduction to Financial Accounting		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1181
open-research	Open Textbook Library	Open Research		CC BY-SA	https://open.umn.edu/opentextbooks/formats/631
to-catch-the-rain	Open Textbook Library	To Catch the Rain		CC BY-SA	https://open.umn.edu/opentextbooks/formats/870
a-people-s-history-of-structural-racism-in-academia-from-a-dministration-of-justice-to-z-oology	Open Textbook Library	A People’s History of Structural Racism in Academia: From A(dministration of Justice) to Z(oology)		CC BY	https://open.umn.edu/opentextbooks/formats/3195
the-commons-tools-for-reading-writing-and-rhetoric	Open Textbook Library	The Commons: Tools for Reading, Writing, and Rhetoric		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3342
a-grammar-of-papuan-malay	Open Textbook Library	A grammar of Papuan Malay		CC BY	https://open.umn.edu/opentextbooks/formats/1095
an-introduction-to-nutrition	Open Textbook Library	An Introduction to Nutrition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1212
principles-of-financial-accounting	Open Textbook Library	Principles of Financial Accounting		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1101
open-source-property-a-free-casebook	Open Textbook Library	Open-Source Property: A Free Casebook		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1787
the-western-world-daily-readings-on-geography	Open Textbook Library	The Western World: Daily Readings on Geography		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1812
technical-theatre-practicum-version-1-boltz	Open Textbook Library	Technical Theatre Practicum - Version 1		CC BY	https://open.umn.edu/opentextbooks/formats/1520
writing-instruction-tips-for-automated-essay-graders-how-to-design-an-essay-for-a-non-human-reader	Open Textbook Library	Writing Instruction Tips For Automated Essay Graders: How To Design an Essay for a Non-human Reader		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1562
bc-reads-adult-literacy-fundamental-english-course-pack-5	Open Textbook Library	BC Reads: Adult Literacy Fundamental English Course Pack 5		CC BY	https://open.umn.edu/opentextbooks/formats/866
part-em-classical-electrodynamics	Open Textbook Library	Part EM: Classical Electrodynamics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3147
eportfolio-performance-support-systems-constructing-presenting-and-assessing-portfolios	Open Textbook Library	ePortfolio Performance Support Systems: Constructing, Presenting, and Assessing Portfolios		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/824
nursing-advanced-skills	Open Textbook Library	Nursing Advanced Skills		CC BY	https://open.umn.edu/opentextbooks/formats/3606
making-and-being	Open Textbook Library	Making and Being		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2764
mips-assembly-language-programming-using-qtspim	Open Textbook Library	MIPS Assembly Language Programming using QtSpim		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1251
introduction-to-lgbtq-studies-a-cross-disciplinary-approach	Open Textbook Library	Introduction to LGBTQ+ Studies: A Cross-Disciplinary Approach		CC BY	https://open.umn.edu/opentextbooks/formats/3158
a-cool-brisk-walkthrough-discrete-mathematics-davis	Open Textbook Library	A Cool Brisk Walk Through Discrete Mathematics - version 2.2		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1473
basic-hindi-i	Open Textbook Library	Basic Hindi I		CC BY	https://open.umn.edu/opentextbooks/formats/2471
an-introduction-to-philosophy	Open Textbook Library	An Introduction to Philosophy		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1007
conservation-biology-in-sub-saharan-africa	Open Textbook Library	Conservation Biology in Sub-Saharan Africa		CC BY	https://open.umn.edu/opentextbooks/formats/1325
precalculus-2015	Open Textbook Library	Precalculus		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/628
proofs-and-concepts-the-fundamentals-of-abstract-mathematics	Open Textbook Library	Proofs and Concepts: The Fundamentals of Abstract Mathematics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/478
principles-of-biology-biology-211-212-and-213	Open Textbook Library	Principles of Biology: Biology 211, 212, and 213		CC BY	https://open.umn.edu/opentextbooks/formats/2431
sexuality-the-self-and-society	Open Textbook Library	Sexuality, the Self, and Society		CC BY	https://open.umn.edu/opentextbooks/formats/3193
variational-principles-in-classical-mechanics	Open Textbook Library	Variational Principles in Classical Mechanics - Revised Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/737
principles-of-sociological-inquiry-qualitative-and-quantitative-methods	Open Textbook Library	Principles of Sociological Inquiry – Qualitative and Quantitative Methods		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/292
exploring-physical-phenomena	Open Textbook Library	Exploring Physical Phenomena		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2329
explorations-an-open-invitation-to-biological-anthropology-shook	Open Textbook Library	Explorations: An Open Invitation To Biological Anthropology		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1452
cicero-against-verres-2-1-53-86-latin-text-with-introduction-study-questions-commentary-and-english-translation	Open Textbook Library	Cicero, Against Verres, 2.1.53-86. Latin Text with Introduction, Study Questions, Commentary and English Translation		CC BY	https://open.umn.edu/opentextbooks/formats/710
beyond-argument-essaying-as-a-practice-of-ex-change	Open Textbook Library	Beyond Argument: Essaying as a Practice of (Ex)Change		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/814
the-simple-math-of-writing-well-writing-for-the-21st-century	Open Textbook Library	The Simple Math of Writing Well: Writing for the 21st Century		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/792
writing-as-material-practice-substance-surface-and-medium	Open Textbook Library	Writing as Material Practice: Substance, surface and medium		CC BY	https://open.umn.edu/opentextbooks/formats/431
the-story-of-earth-an-observational-guide	Open Textbook Library	The Story of Earth: An Observational Guide		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2823
intersections-of-open-educational-resources-and-information-literacy	Open Textbook Library	Intersections of Open Educational Resources and Information Literacy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3141
advanced-high-school-statistics-first-edition	Open Textbook Library	Advanced High School Statistics - 2nd Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/874
international-relations	Open Textbook Library	International Relations		CC BY-NC	https://open.umn.edu/opentextbooks/formats/621
humanizing-science-through-steam-challenges	Open Textbook Library	Humanizing Science through STEAM Challenges		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2701
blueprints-creating-describing-and-implementing-designs-for-larger-scale-software-projects-davis	Open Textbook Library	Blueprints: Creating, Describing, and Implementing Designs for Larger-Scale Software Projects - version 2.4		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1471
agent-based-evolutionary-game-dynamics	Open Textbook Library	Agent-Based Evolutionary Game Dynamics		CC BY	https://open.umn.edu/opentextbooks/formats/1174
enhancing-inclusion-diversity-equity-and-accessibility-idea-in-open-educational-resources-oer	Open Textbook Library	Enhancing Inclusion, Diversity, Equity and Accessibility (IDEA) in Open Educational Resources (OER) - Australian Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3114
law-101-fundamentals-of-the-law	Open Textbook Library	Law 101: Fundamentals of the Law		CC BY	https://open.umn.edu/opentextbooks/formats/1152
foundations-of-educational-technology	Open Textbook Library	Foundations of Educational Technology		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2646
eloquent-javascript-a-modern-introduction-to-programming	Open Textbook Library	Eloquent JavaScript: A Modern Introduction to Programming		CC BY-NC	https://open.umn.edu/opentextbooks/formats/634
traffic-flow-theory-an-introduction-with-exercises	Open Textbook Library	Traffic Flow Theory: An introduction with exercises		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2371
from-msa-to-ca-a-beginner-s-guide-to-transitioning-to-colloquial-arabic	Open Textbook Library	FROM MSA to CA: A Beginner's Guide to Transitioning to Colloquial Arabic		CC BY-NC	https://open.umn.edu/opentextbooks/formats/203
guide-to-ancient-egyptian-art-ezra	Open Textbook Library	Guide to Ancient Egyptian Art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1449
speak-out-call-in-public-speaking-as-advocacy-mapes	Open Textbook Library	Speak Out, Call In: Public Speaking as Advocacy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1477
linear-algebra-theory-and-applications	Open Textbook Library	Linear Algebra, Theory And Applications		CC BY-SA	https://open.umn.edu/opentextbooks/formats/421
foundations-of-learning-and-instructional-design-technology	Open Textbook Library	Foundations of Learning and Instructional Design Technology		CC BY	https://open.umn.edu/opentextbooks/formats/2369
introduction-to-sociology-2nd-canadian-edition	Open Textbook Library	Introduction to Sociology - 2nd Canadian Edition		CC BY	https://open.umn.edu/opentextbooks/formats/598
geology-online-lab-activities-an-open-educational-resource-for-community-college-students-and-instructors	Open Textbook Library	Geology Online Lab Activities: An Open Educational Resource for Community College Students and Instructors		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2893
precalculus-an-investigation-of-functions	Open Textbook Library	Precalculus: An Investigation of Functions		CC BY-SA	https://open.umn.edu/opentextbooks/formats/12
francais-interactif	Open Textbook Library	Français interactif		CC BY	https://open.umn.edu/opentextbooks/formats/442
exploring-perspectives-a-concise-guide-to-analysis	Open Textbook Library	Exploring Perspectives: A Concise Guide to Analysis		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/250
key-elements-of-green-chemistry	Open Textbook Library	Key Elements of Green Chemistry		CC BY	https://open.umn.edu/opentextbooks/formats/802
mathematical-modeling-and-simulation-with-matlab	Open Textbook Library	Mathematical Modeling and Simulation with MATLAB		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2997
principles-fo-managerial-accounting	Open Textbook Library	Principles of Managerial Accounting		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3100
linear-algebra-2016	Open Textbook Library	Linear Algebra		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/420
astronomy-for-educators	Open Textbook Library	Astronomy for Educators		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1314
human-anatomy-and-physiology-preparatory-course	Open Textbook Library	Human Anatomy and Physiology Preparatory Course		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/616
optimal-integral-likely-optimization-integral-calculus-and-probability-for-students-of-commerce-and-the-social-sciences	Open Textbook Library	Optimal, Integral, Likely Optimization, Integral Calculus, and Probability for Students of Commerce and the Social Sciences		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2539
an-outline-history-of-east-asia-to-1200	Open Textbook Library	An Outline History of East Asia to 1200		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2406
dc-electrical-circuit-analysis-a-practical-approach-fiore	Open Textbook Library	DC Electrical Circuit Analysis: A Practical Approach		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1552
introduction-to-education-beta	Open Textbook Library	Introduction to Education (BETA)		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2608
intermediate-financial-accounting-volume-2	Open Textbook Library	Intermediate Financial Accounting Volume 2		CC BY	https://open.umn.edu/opentextbooks/formats/884
the-american-yawp-vol-i-to-1877	Open Textbook Library	The American Yawp Vol. I: To 1877		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1338
marine-law-and-policy-for-scientists-and-managers-1st-edition-campbell	Open Textbook Library	Marine Law and Policy for Scientists and Managers - 1st Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1510
leading-innovation	Open Textbook Library	Leading Innovation		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3017
cicero-on-pompey-s-command-de-imperio-27-49-latin-text-study-aids-with-vocabulary-commentary-and-translation	Open Textbook Library	Cicero, On Pompey’s Command (De Imperio), 27-49. Latin Text, Study Aids with Vocabulary, Commentary, and Translation		CC BY	https://open.umn.edu/opentextbooks/formats/706
resonances-engaging-music-in-its-cultural-context	Open Textbook Library	Resonances: Engaging Music in Its Cultural Context		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1573
explorations-1-grammar-for-the-experienced-beginner	Open Textbook Library	Explorations 1: Grammar for the Experienced Beginner		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2448
a-rhetoric-of-literate-action-literate-action-volume-1	Open Textbook Library	A Rhetoric of Literate Action: Literate Action Volume 1		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/810
ethics-for-a-level	Open Textbook Library	Ethics for A-Level		CC BY	https://open.umn.edu/opentextbooks/formats/697
human-geography	Open Textbook Library	Human Geography		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3513
think-raku-how-to-think-like-a-computer-scientist-2nd-edition	Open Textbook Library	Think Raku: How to Think Like a Computer Scientist - 2nd edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1783
applied-combinatorics	Open Textbook Library	Applied Combinatorics		CC BY-SA	https://open.umn.edu/opentextbooks/formats/718
the-sustainable-business-case-book	Open Textbook Library	The Sustainable Business Case Book		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/302
reading-and-writing-successfully-in-college-a-guide-for-students	Open Textbook Library	Reading and Writing Successfully in College: A Guide for Students		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3582
an-introduction-to-the-theory-of-numbers	Open Textbook Library	An Introduction to the Theory of Numbers		CC BY	https://open.umn.edu/opentextbooks/formats/1281
multivariable-calculus	Open Textbook Library	Multivariable Calculus		CC BY	https://open.umn.edu/opentextbooks/formats/1343
book-of-proof	Open Textbook Library	Book of Proof - Third Edition		CC BY-ND	https://open.umn.edu/opentextbooks/formats/499
the-history-of-our-tribe-hominini	Open Textbook Library	The History of Our Tribe: Hominini		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/676
fundamentals-of-music-theory	Open Textbook Library	Fundamentals of Music Theory		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2719
foundations-of-business-law-and-legal-environment	Open Textbook Library	Foundations of Business Law and Legal Environment		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/254
technology-in-schools	Open Textbook Library	Technology in Schools		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2969
openintro-statistics	Open Textbook Library	OpenIntro Statistics - Fourth Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/489
microwave-and-rf-design-networks	Open Textbook Library	Microwave and RF Design: Networks		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1290
introduction-to-logic-and-critical-thinking	Open Textbook Library	Introduction to Logic and Critical Thinking		CC BY	https://open.umn.edu/opentextbooks/formats/644
tutt-a-tavola-volume-1	Open Textbook Library	Tutt* a tavola! Volume 1		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2661
the-delft-sand-clay-rock-cutting-model	Open Textbook Library	The Delft Sand, Clay & Rock Cutting Model		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1188
abstract-algebra-theory-and-applications	Open Textbook Library	Abstract Algebra: Theory and Applications		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/612
the-legal-and-ethical-environment-of-business	Open Textbook Library	The Legal and Ethical Environment of Business		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/280
reading-rhetorical-theory	Open Textbook Library	Reading Rhetorical Theory		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3063
basic-income-tax	Open Textbook Library	Basic Income Tax - 8th Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1015
communication-beginnings-an-introductory-listening-and-speaking-text-for-english-language-learners	Open Textbook Library	Communication Beginnings: An Introductory Listening and Speaking Text for English Language Learners		CC BY-NC	https://open.umn.edu/opentextbooks/formats/759
computer-systems-security-planning-for-success	Open Textbook Library	Computer Systems Security: Planning for Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3421
sustainable-property-management	Open Textbook Library	Sustainable Property Management		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3627
physical-modeling-in-matlab	Open Textbook Library	Physical Modeling in MATLAB		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/49
smarthistory-guide-to-ancient-near-eastern-art-ezra	Open Textbook Library	Guide to Ancient Near Eastern Art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1447
physical-geography	Open Textbook Library	Physical Geography - Version 1		CC BY	https://open.umn.edu/opentextbooks/formats/1831
how-history-is-made-a-student-s-guide-to-reading-writing-and-thinking-in-the-discipline	Open Textbook Library	How History is Made: A Student’s Guide to Reading, Writing, and Thinking in the Discipline		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3138
